Fichero actualizado a fecha: 2014-10-19 02:29:29
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Campus de Santa Cruz la Real";;;;"Cardenal Zúñiga, 12";"40003";"Segovia";"1179298563848";;"921 412 410";;"921 445 593";;;"40.952515#-4.1187315#88";;"Segovia";"1284266733345";1284236227191;20130503;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236227191/DirectorioPadre";
"Teatro Juan Bravo";"Pública (Diputación Provincial de Segovia)";"Victor Aranda";;"Pza. Mayor, 6";"40001";"Segovia";"1179298563848";;"921 460 039";;"921 460 040";"informacion@teatrojuanbravo.org";"http://www.teatrojuanbravo.org/";"40.950653#-4.1237917#88";"<p>Su construcci&oacute;n data de 1917 de manos del arquitecto Francisco Javier Cabello y Rodero, y fue reformado en 1989 por los arquitectos Gloria Alc&aacute;zar, Miguel &Aacute;ngel Garc&iacute;a y Carlos Lavesa. Incluido en el Programa de Rehabilitaci&oacute;n de Teatros del MOPU y Ministerio de Cultura.</p>
<p>El Teatro Juan Bravo mantiene una programaci&oacute;n estable durante los meses de Septiembre a Junio, program&aacute;ndose teatro, m&uacute;sica, danza, espect&aacute;culos infantiles, variedades... siendo adem&aacute;s una de las sedes del Festival Internacional de T&iacute;teres TITIRIMUNDI.</p>
<p>Este teatro depende del &Aacute;rea de Cultura y Bienestar Social de la Excelent&iacute;sima Diputacion Provincial de Segovia.</p>
<p>Dispone de una sala de ensayos de 110m&sup2; en la 4&ordf; planta. Adem&aacute;s de una regidur&iacute;a en hombro derecho y un puesto de control de iluminaci&oacute;n y audio en cabina en fondo del piso 3&ordm;.</p>
<p>Incluido en la Red de Teatros de Castilla y Le&oacute;n y en la nacional.<br />
<br />
Horarios de taquilla:<br />
De mi&eacute;rcoles a domingo de 12:00 a 14:00 hrs. y de 17:00 a 21:00 hrs. o hasta comienzo de la &uacute;ltima funci&oacute;n <br />
<br />
Venta anticipada en la taquilla del teatro: a partir del d&iacute;a 24 de septiembre.</p>
<ul>
<li>Aforo: 489</li>
<li>Butacas: 231</li>
<li>Anfiteatro: 207</li>
<li>Palcos: 51</li>
<li>Camerinos
<ul>
<li>Individuales: 4</li>
<li>Colectivos: 2</li>
<li>Capacidad: 20</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Ancho y fondo utilizado: 7,70 x 8,40 m. Altura: 6,30 m.</li>
<li>Tiene carretes y cuerdas: Si</li>
<li>N&uacute;mero de varas: 25</li>
<li>Longitud: 7,70 m.</li>
<li>Iluminadas: 4</li>
<li>Cortes contrapesado: 8</li>
</ul>
</li>
</ul>";"Segovia";"1284266733345";1284236229057;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236229057/DirectorioPadre";
"Teatro Auditorio Gonzalo Menéndez Pidal (El Espinar)";;;;"C/ Ramón y Cajal, 20";"40400";"Espinar (El)";"1179298439177";;;;;;;"40.719257806070466#-4.244182705879211#94";;"Segovia";"1284266733345";1284306905310;20140218;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284306905310/DirectorioPadre";
"Soria";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266733513;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266733513/DirectorioPadre";
"Teatro Municipal Juan Yagüe (San Leonardo de Yagüe)";;;;"C/ María Eugenia Yagüe Martínez del Campo, 2";"42140";"San Leonardo de Yagüe";"1179469193435";;"975 376 052";;;;;"41.82942545943487#-3.067213296890259#100";;"Soria";"1284266733513";1284307076477;20140219;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307076477/DirectorioPadre";
"Valladolid";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266733847;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266733847/DirectorioPadre";
"Teatro Canterac. Centro Cívico Delicias";"Gestionado por el Ayuntamiento de Valladolid";;;"Paseo Juan Carlos I, 20";"47013";"Valladolid";"1179469311668";;"983 47 21 11";;"983 45 61 53";"ccde@ava.es";"http://www.valladolid.es/";"41.63562#-4.7184725#88";;"Valladolid";"1284266733847";1284236227262;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236227262/DirectorioPadre";
"Teatro Cervantes";"Privada";;;"C/ Santuario 22";"47002";"Valladolid";"1179469311668";;"983 290 163 / 983 377 134";;"983 377 134";"cines@cbroadway.net";"http://www.cbroadway.net/cervantes/index.html";"41.649635#-4.7224126#88";"<p>Incluido en la Red de Teatros de Castilla y Le&oacute;n.</p>
<p>La Sala Cervantes es una de las pocas que est&aacute;n consideradas en todo el pa&iacute;s como espacio de programaci&oacute;n estable dirigida al p&uacute;blico infantil, esto lo confirman las m&aacute;s de 150 compa&ntilde;&iacute;as nacionales e internacionales que desde 1997 de forma ininterrumpida han formado parte de las dos temporadas anuales: enero a junio y octubre a diciembre. <br />
<br />
La sala acoge, adem&aacute;s de sus representaciones habituales de los viernes, dos programaciones extraordinarias dirigidas al p&uacute;blico infantil que se realizan en mayo (TITIRIMUNDI) y en diciembre (NAVIDAD-REYES) <br />
<br />
La sala tambi&eacute;n incluye otros espect&aacute;culos para p&uacute;blico juvenil y adultos que se realiza fundamentalmente de jueves a domingo, organizados por la propia sala. <br />
<br />
Equipamiento:<br />
Mesa de control marca cero 88, tipo computerizada.<br />
Dimers: tipo anal&oacute;gico, 36 canales, potencia 2.500 watios.<br />
Proyectores: 4 tipo par 64, 500 watios; 8 tipo par 64, 1.000 watios; 20 tipo plano-convexo, 1.000 watios y 12 tipo recorte, 575 watios.<br />
Fuentes de sonido: casetes y CD.<br />
Amplificadores: 2 de 750 watios y 1 de 1.000 watios.</p>
<ul>
<li>Aforo
<ul>
<li>Aforo: 405</li>
</ul>
</li>
<li>Camerinos
<ul>
<li>Colectivos: 5</li>
<li>Capacidad: 75</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Ancho y fondo utilizado: 10,40 x 8,09 m. Altura: 4,40 m.</li>
</ul>
</li>
</ul>";"Valladolid";"1284266733847";1284236228523;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236228523/DirectorioPadre";
"Teatro Zorrilla";"Diputación Provincial de Valladolid";;;"Plaza Mayor, 9";;"Valladolid";"1179469311668";;;;;;"http://www.teatrozorrilla.es/";"41.651638#-4.7279935#88";"Totalmente restaurado se ha reinagurado en el año 2009 con una programación estable.<br /><br />Este teatro se construyó en 1860 y se ha dedicado principalmente a teatro, danza y cine.<br /><br />";"Valladolid";"1284266733847";1284236230740;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236230740/DirectorioPadre";
"Teatro Cine Álvaro de Luna (Portillo)";;;;"c/ Onésimo Redondo, 19";"47160";"Portillo";"1179469277584";;"983 556 240";;;;;"41.47425572702131#-4.594119321292055#100";;"Valladolid";"1284266733847";1284307359743;20140220;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307359743/DirectorioPadre";
"Teatro Municipal (Renedo de Esgueva)";;;;"C/ Arenal, s/n";"47710";"Renedo de Esgueva";"1179469281166";;"983 508 027";;;;;"41.65195999256144#-4.629385471343994#94";;"Valladolid";"1284266733847";1284307363412;20140220;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307363412/DirectorioPadre";
"Sala de Conciertos Eutherpe";;;;"C/ Alfonso V, 10";"24001";"León";"1179297860755";;"987 248 717";;;;"http://www.fundacioneutherpe.com";"42.59831090466988#-5.574145317077637#88";"<p>Sala de la Fundaci&oacute;n Eutherpe de Le&oacute;n&nbsp;</p>";"León";"1284266643411";1284284587176;20130909;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284284587176/DirectorioPadre";
"Auditorio Municipal de Medina del Campo";"Ayuntamiento";;;"Pza. de Segovia, 5";"47400";"Medina del Campo";"1179469263156";;"983 812 365";;;;"http://www.auditoriomedinadelcampo.es/";"41.65083766718119#-4.729464054107666#100";"<p>El Auditorio Municipal de Medina del Campo, inaugurado el 8 de diciembre de 2003, alberga en su sala principal 496 butacas, dispuestas entre los espacios del teatro y anfiteatro. El recibidor, completamente di&aacute;fano, a continuaci&oacute;n de la plataforma de entrada, se puede considerar como una sala polifuncional, que completa los espacios del Auditorio y en la que se pueden exhibir exposiciones.</p>
<p>El aspecto exterior del edificio es met&aacute;lico, rematado en l&aacute;minas horizontales de aluminio que se disponen longitudinalmente creando una sensaci&oacute;n de orden y equilibrio. En cuanto al interior, minimalista en lo que respecta a espacios, se han empleado materiales como el cart&oacute;n yeso o el viroc (tablero a base de virutas de madera).</p>";"Valladolid";"1284266645283";1284236232193;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236232193/DirectorioPadre";
"Auditorio Círculo Cultural (Mojados)";;;;"Plaza Santa María, 8";"47250";"Mojados";"1179469265840";;"983 607 012, 670 302 268";;;;;"41.4327770109988#-4.66195821762085#100";;"Valladolid";"1284266645283";1284307302689;20140220;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307302689/DirectorioPadre";
"Pabellón Municipal de Deportes ""Marta Domínguez""";;;;"Avenida Obispo Barberá";"34005";"Palencia";"1179298103860";;;;;;;"42.014643113801995#-4.541773796081543#82";;"Palencia";"1284267026039";1284331873073;20140610;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284331873073/DirectorioPadre";
"Patio cubierto del Ayuntamiento de La Seca (Valladolid)";;;;"Calle Tomás Bayón, s/n";"47491";"Seca (La)";"1179469299749";;"983 816 318";;;"info@ayuntamientolaseca.com";;"41.415215111301556#-4.907433986663818#94";;"Valladolid";"1284267028186";1284327382373;20140530;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284327382373/DirectorioPadre";
"Archivo de la Diputación Provincial de Palencia";;;"C/ Castillo, s/n. 34419 Fuentes de Valdepero (Palencia)";"C/ Castillo, s/n.";"34419";"Fuentes de Valdepero";"1179298083830";;"979.808.720";"979.808.721";;"archivo@dip-palencia.es";"http://www.dip-palencia.es";"42.07360296328324#-4.5020341873168945#88";;"Palencia";"1284266824823";1262861479386;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861479386/DirectorioPadre";
"Archivo General de la Universidad de Burgos";;;"Plaza Infanta Doña Elena s/n. 09001 Burgos";"Plaza Infanta Doña Elena s/n.";"09001";"Burgos";"1179297447246";;"947.259.057";"947.258.043";;"archivo@ubu.es";"http://www.ubu.es/ubu/cm/ubu/tkContent?pgseed=1211459107974&idContent=60942&locale=es ES&textOnly=false";"42.339704169315134#-3.7288284301757812#88";;"Burgos";"1284266293680";1262861418796;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861418796/DirectorioPadre";
"Archivo Municipal de Burgos";;;"C/ Fernán Gonzalez, 56. 09003 Burgos";"C/ Fernán Gonzalez, 56.";"09003";"Burgos";"1179297447246";;"94.728.812";"94.728.850";;"archivo@aytoburgos.es";"http://www.aytoburgos.es/archivo/conoce-el-archivo/el-archivo-municipal";"42.34062408610696#-3.7050533294677734#88";;"Burgos";"1284266293680";1262861489584;20130429;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861489584/DirectorioPadre";
"Ávila";;;;;;;;"Si";;;;;;;;"Archivos";"1284264221090";1284266823242;20140226;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284266823242/DirectorioPadre";
"Archivo General Militar de Ávila";;;"c/ Vallespín, 19, 05001, Ávila";"C/ Vallespín, 19,";"05001";"Ávila";"1179297192481";;;;;;"http://www.portalcultura.mde.es";"40.656826#-4.7022667#88";;"Ávila";"1284266823242";1262861412765;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861412765/DirectorioPadre";
"Archivo de la Universidad de León";;;"Archivo General. Universidad de León. Paseo de la Facultad, 25. 24004 León";"Archivo General. Universidad de León. Paseo de la Facultad, 25.";"24004";"León";"1179297860755";;"987.291.570";"987.291.614";;"buac@unileon.es";;"42.5929955399799#-5.576205253601074#88";;"León";"1284266824422";1262861419197;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861419197/DirectorioPadre";
"Archivo Histórico Diocesano de Astorga";;;"Doctor Mérida Pérez, 1. 24700 Astorga (León)";"Doctor Mérida Pérez, 1.";"24700";"Astorga";"1179297766689";;"987.602.407";"987.619.151";;"archivo@diocesisastorga.es";"http://www.diocesisastorga.es";"42.45813566207956#-6.056427955627441#88";;"León";"1284266824422";1262861424005;20130819;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861424005/DirectorioPadre";
"Archivo de la Fundación Sierra Pambley (León)";;;"c/ Sierra Pambley, 2. 24003 León";"C/ Sierra Pambley, 2.";"24003";"León";"1179297860755";;"987.229.369";"987.228.354";;"archivo@sierrapambley.org";"http://www.sierrapambley.org/archivo";"42.59906117966335#-5.567922592163086#88";;"León";"1284266824422";1277467304778;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1277467304778/DirectorioPadre";
"Archivo de la Catedral de Palencia";;;"Catedral de Palencia 34000 Palencia";"Plaza de la Inmaculada s/n";"34005";"Palencia";"1179298103860";;"979.750.294";;;"archivocatedraldepalencia@gmail.com";;"42.01104000945803#-4.536827802658081#94";;"Palencia";"1284266824823";1262861432663;20130920;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861432663/DirectorioPadre";
"Archivo Catedralicio de Ciudad Rodrigo";;;"Díez Taravilla, 15. 37500 Ciudad Rodrigo (Salamanca)";"Díez Taravilla, 15.";"37500";"Ciudad Rodrigo";"1179298231776";;"927.460.843";"927.463.028";;"obcrodrigo@planalfa.es";;"40.59827263779773#-6.535964012145996#100";;"Salamanca";"1284266825153";1262861427600;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861427600/DirectorioPadre";
"Archivo Diocesano de Ciudad Rodrigo";;;"Díez Taravilla, 15. 37500 Ciudad Rodrigo (Salamanca)";"Díez Taravilla, 15.";"37500";"Ciudad Rodrigo";"1179298231776";;"927.460.843";"927.463.028";;"obcrodrigo@planalfa.es";;"40.59827263779773#-6.535964012145996#100";;"Salamanca";"1284266825153";1262861427930;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861427930/DirectorioPadre";
"Archivo de la Diputación Provincial de Salamanca";;;"C/ Felipe Espino, 1. 37001 Salamanca";"C/ Felipe Espino, 1.";"37001";"Salamanca";"1179298323669";;"923.293.269";"923.293.269";;"archivo@lasalina.es";;"40.963275546420405#-5.664181709289551#88";;"Salamanca";"1284266825153";1262861481565;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861481565/DirectorioPadre";
"Soria";;;;;;;;"Si";;;;;;;;"Archivos";"1284264221090";1284266826383;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266826383/DirectorioPadre";
"Archivo de la Diputación Provincial de Soria";;;"C/ Caballeros, 17. 42002 Soria";"C/ Caballeros, 17.";"42002";"Soria";"1179469197687";;"975.101.077";"975.101.008";;"archivo@dipsoria.es";"http://www.dipsoria.es";"41.76270130570048#-2.465851306915283#94";;"Soria";"1284266826383";1262861484837;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861484837/DirectorioPadre";
"Valladolid";;;;;;;;"Si";;;;;;;;"Archivos";"1284264221090";1284266826818;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266826818/DirectorioPadre";
"Archivo Histórico Provincial de Valladolid";;;;"Avda. Ramón y Cajal, 1";"47005";"Valladolid";"1179469311668";;"983 255 385";;"983 255 385";"archivo.valladolid@jcyl.es";"http://www.archivoscastillayleon.jcyl.es";"41.65432282439631#-4.717458486557007#94";;"Valladolid";"1284266826818";1284267374116;20130430;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284267374116/DirectorioPadre";
"Archivo Catedralicio de Zamora";;;"Puerta del Obispo, s/n. 49001 Zamora";"Puerta del Obispo, s/n.";"49001";"Zamora";"1179469491795";;"980.531.802";"980.509.082";;"archivo@diocesisdezamora.es";"http://www.obispadodezamora.es";"41.499224628351044#-5.753273963928223#94";;"Zamora";"1284266827459";1262861447176;20140331;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1262861447176/DirectorioPadre";
"Archivo Municipal de Benavente";;;"Plaza Mayor, 1 - 2ª planta. 49600 Benavente (Zamora)";"Plaza Mayor, 1 2ª planta.";"49600";"Benavente";"1179469338450";;"980.630.445";"980.636.108";;"jcdelamata@benavente.es";"http://www.benavente.es";"42.00338672135348#-5.677700042724609#88";;"Zamora";"1284266827459";1277466957386;20130429;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1277466957386/DirectorioPadre";
"Museo Monasterio de la Encarnación";;;"Monasterio de la Encarnación, Paseo de la Encarnación, s/n ? 05005 Ávila";"Monasterio de la Encarnación, Paseo de la Encarnación, s/n.";"05005";"Ávila";"1179297192481";;"920 211212";;;;;"40.66260562854698#-4.698200225830078#82";"<p>En este museo se rememora la figura de Santa Teresa a trav&eacute;s de las huellas que dej&oacute; en la instituci&oacute;n, de la que fue priora. Adem&aacute;s se puede visitar una numerosa exposici&oacute;n de obras pict&oacute;ricas, tallas y orfebrer&iacute;a.</p>";"Ávila";"1260887607822";1261038940246;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261038940246/DirectorioPadre";
"Museo Teresiano";;;"Convento de San José, C/ Las Madres, 4 ? 05001 Ávila";"Convento de San José, C/ Las Madres, 4.";"05001";"Ávila";"1179297192481";;"920 222 127";;;"sanjoseavila@vodafone.es";;"40.655052706921296#-4.692063331604004#88";"<p>Este museo se emplaza en el templo conventual de San Jos&eacute;, que fue uno de los primeros proyectos de la Santa.</p>
<p>La exposici&oacute;n reconstruye episodios de su vida. Se puede contemplar el ata&uacute;d en el que estuvo expuesto el cuerpo de Teresa de Jes&uacute;s durante nueve meses, as&iacute; como otras reliquias y restos de sus ropas. <br />
Tambi&eacute;n se muestran algunas pinturas y piezas escult&oacute;ricas.</p>";"Ávila";"1260887607822";1261038941068;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261038941068/DirectorioPadre";
"Museo Parroquial de Nuestra Señora de la Asunción";;;"Iglesia de la Asunción de Nuestra Señora ? 05600 El Barco de Ávila (Ávila)";"Iglesia de la Asunción de Nuestra Señora.";"05600";"Barco de Ávila (El)";"1179297193707";;"920 340077";;;;;"40.35672564186882#-5.523226261138916#112";"<p>El museo alberga pintura y escultura de los siglos XIV al XVII, orfebrer&iacute;a de los siglos XV al XIX y ornamentos.<br />
Tambi&eacute;n se puede encontrar una colecci&oacute;n de monedas romanas.</p>";"Ávila";"1260887607822";1261039019008;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039019008/DirectorioPadre";
