Fichero actualizado a fecha: 2014-10-19 14:41:17
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Centro de Interpretación de la Arquitectura Asociada al Vino";;;"Plaza Mayor, s/n ? 09400 Aranda de Duero (Burgos)";"Plaza Mayor, s/n.";"09400";"Aranda de Duero";"1179297429124";;"947 203125";"947 507505";;"promoción@arandadeduero.es";"http://www.arandadeduero.es";"41.67045950968461#-3.6885523796081543#94";;"Burgos";"1260887607899";1261039718934;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039718934/DirectorioPadre";
"Museo Casa de las Bolas. Colección Permanente Félix Cañada";;;"Casa de las Bolas. Plaza de San Juan, 9 ? 09400 Aranda de Duero (Burgos)";"Casa de las Bolas. Plaza de San Juan, 9.";"09400";"Aranda de Duero";"1179297429124";;"605201654";;;"dullae@hotmail.es";;"41.6718960457009#-3.6903494596481323#100";;"Burgos";"1260887607899";1261039720824;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039720824/DirectorioPadre";
"Museo de las Ferrerías";"Ciencia y Tecnología. Explica la importancia de la metalurgia y minería en la Sierra de la Demanda, a través de paneles, restos materiales y útiles de trabajo.";;"Plaza Mayor, 1 ? 09615 Barbadillo de Herreros (Burgos)";"Plaza Mayor, 1.";"09615";"Barbadillo de Herreros";"1179297436764";;"947 385021";;;;"http://www.barbadillodeherreros.es";"42.14907921980416#-3.112725019454956#100";;"Burgos";"1260887607899";1261039722728;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039722728/DirectorioPadre";
"Museo de Sonidos del Mundo";;;"C/ Las Condesas, 10 ? 09610 Santo Domingo de Silos (Burgos)";"C/ Las Condesas, 10.";"09610";"Santo Domingo de Silos";"1179297620427";;"619 046 396";;;;;"41.962792968575115#-3.418850898742676#94";"<p>Este museo est&aacute; ubicado en la conocida como Casa C&aacute;rcel, un edificio se&ntilde;orial del siglo XVII, ubicado en la calle&nbsp;de las Condesas. Restaurado y acondicionada para la ubicaci&oacute;n del museo, se encuentra muy cerca del Monasterio de Silos y ha sido promovido por la Asociaci&oacute;n de Amigos del Monasterio de Santo Domingo de Silos, e inaugurado&nbsp;en el a&ntilde;o&nbsp;2000.</p>
<p>Muestra m&aacute;s de ochenta instrumentos musicales donados por coleccionistas como Joaqu&iacute;n D&iacute;az, Luis Delgado y Jos&eacute; Luis Loydi. Los instrumentos muestran la m&uacute;sica popular de m&aacute;s de 30 pa&iacute;ses antes de la invenci&oacute;n del fon&oacute;grafo.</p>";"Burgos";"1260887607899";1261039876252;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039876252/DirectorioPadre";
"Museo de los Caminos";;;"Plaza de Eduardo de Castro, s/n ? 24700 Astorga (León)";"Plaza de Eduardo de Castro, s/n.";"24700";"Astorga";"1179297766689";;"987 616882";;;"palaciodegaudi@museodeloscaminos.es";;"42.4572966217602#-6.055870056152344#94";"<p>Se muestran colecciones de escultura, orfebrer&iacute;a y pintura, todas ellas formadas con objetos procedentes de los pueblos de la comarca y la di&oacute;cesis de Astorga.</p>
<p>Los diferentes aspectos que rodean el Camino de Santiago disponen de una sala especial dentro del conjunto muse&iacute;stico, de ah&iacute; el nombre del museo.</p>
<p>Otro apartado interesante, por lo novedoso, es el dedicado a artistas leoneses contempor&aacute;neos.</p>";"León";"1260887607972";1261039908027;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039908027/DirectorioPadre";
"Museo de la Pizarra";;;"C/ Outeiro, 1 -24385 San Pedro de Trones (León)";"C/ Outeiro, 1.";"24385";"Puente de Domingo Flórez";"1179297906307";;"987 460181";;;;;"42.39994613367121#-6.799721717834473#88";;"León";"1260887607972";1261040282601;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040282601/DirectorioPadre";
"Museo Textil de Val de San Lorenzo - Batán Museo";;;"Parque Dr. Pedro Alonso s/n, 24717 Val de San Lorenzo (León)";"Parque Dr. Pedro Alonso s/n.";"24717";"Val de San Lorenzo";"1179297983593";;"616 686337";;;"museotextilval@hotmail.com";"http://www.aytovaldesanlorenzo.org";"42.41704114860601#-6.120790243148804#100";;"León";"1260887607972";1261040287031;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040287031/DirectorioPadre";
"Museo Textil de Val de San Lorenzo - CIT La Comunal";;;"C/ Las Canteras, 7, 24717 Val de San Lorenzo (León)";"C/ Las Canteras, 7.";"24717";"Val de San Lorenzo";"1179297983593";;"616686337";;;"museotextilval@hotmail.com";"http://www.aytovaldesanlorenzo.org";"42.417563906966095#-6.123225688934326#94";;"León";"1260887607972";1261040289164;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040289164/DirectorioPadre";
"Museo de las Madres Benedictinas";"Iglesia";"Consuelo Pablos Prieto";;"Avda. Doctores Bermejo y Calderón, 8";;"Sahagún";"1179297923354";;"987 780 078";;;;;"42.37054#-5.0335307#88";"Aparte de las numerosas muestras de arte de los siglos XV y XVI que se pueden apreciar, lo más interesante del museo es una custodia atribuida a Enrique de Arfe.<br /><br />En la capilla del convento, que también se visita, se encuentran los enterramientos de Alfonso VI y sus esposas.";"León";"1260887607972";1284236148859;20130527;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236148859/DirectorioPadre";
"Museo Etnográfico Provincial Ildefonso Ferro";"Provincial";;;"Puerta de la Reina, 1";"24071";"León";"1179297860755";;"987 262 799";;"987 250 451";"dlilc@argored.com";;"42.59585#-5.571397#88";"<p>El Museo Etnogr&aacute;fico Provincial Ildefonso Ferro pertenece al Instituto Leon&eacute;s de Cultura, en cuya sede principal est&aacute; ubicado.</p>
<p>En &eacute;l se muestran &uacute;tiles de la cultura popular como: colecciones de trajes, joyas y adornos; exvotos, amuletos, limosneras y crucifijos; tarros de botica, aperos de labranza y otros &uacute;tiles.<br />
<br />
La pieza m&aacute;s sobresaliente es una escultura de la Edad del Bronce conocida como el &Iacute;dolo de Rodicol.</p>";"León";"1260887607972";1284236153381;20130528;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236153381/DirectorioPadre";
"Museo Catedralicio de Palencia";;;"Plaza de la Inmaculada, s/n. 34005 Palencia";"Plaza de la Inmaculada, s/n.";"34005";"Palencia";"1179298103860";;"979 701347";;;;"http://www.diocesispalencia.org/catedral/";"42.01059359293947#-4.536495208740234#88";"<p>Consta de 16 salas donde encontramos magn&iacute;ficas obras ubicadas en torno al claustro, contiene pinturas como el San Sebasti&aacute;n de El Greco, los desposorios de Santa Catalina de M. Cerezo, y varias tablas de Berruguete, Villoldo, y magn&iacute;ficas copias de italianos. <br />
En escultura muestra piezas que van del siglo XII al XVIII.</p>
<p>Valiosos tapices como el de la Redenci&oacute;n del siglo XVI, y orfebrer&iacute;a con la Custodia del Corpus del siglo XVI, de Juan de Benavente.</p>";"Palencia";"1260887608045";1261040300252;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261040300252/DirectorioPadre";
"Museo Etnográfico Piedad Isla";;;"Plaza de la Cruz, 4. 34840 Cervera de Pisuerga (Palencia)";"Plaza de la Cruz, 4.";"34840";"Cervera de Pisuerga";"1179298073960";;"979 870759";;;"fpiedadislajuantorres@wanadoo.es";;"42.86380764139149#-4.497056007385254#94";"<p>En una casa nobiliaria se ubica este museo compuesto por m&aacute;s de 1.400 piezas procedentes del mundo rural, as&iacute; como diferentes utensilios cotidianos, fotograf&iacute;as, trajes regionales,... Muy variado y curioso.</p>";"Palencia";"1260887608045";1261040339045;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040339045/DirectorioPadre";
"Iglesia-Museo de Santa Eulalia";;;"Plaza Mayor s/n. 34300 Paredes de Nava (Palencia)";"Plaza Mayor s/n.";"34300";"Paredes de Nava";"1179298105385";;"979 830469";;;;;"42.15384370982045#-4.692728519439697#94";"<p>Custodia las conocidas tablas del retablo mayor de Pedro Berruguete, pinturas de Juan de Tejerina, Villoldo, Maestro de Paredes y otras de maestros flamencos. Esculturas de Alonso Berruguete, Alejo de Vah&iacute;a, Tom&aacute;s de Sierra, Esteban Jord&aacute;n, etc. Ornamentos y rica orfebrer&iacute;a.</p>";"Palencia";"1260887608045";1261041287044;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041287044/DirectorioPadre";
"Domus Artium 2002 DA2";;;"Avda. Aldehuela s/n. 37003 Salamanca (Salamanca)";"Avda. Aldehuela s/n.";"37003";"Salamanca";"1179298323669";;"923 184916";;;"da2@ciudaddecultura.org";"http://www.ciudaddecultura.org/daz";"40.95909495473911#-5.649290084838867#88";;"Salamanca";"1260887608341";1261041301205;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041301205/DirectorioPadre";
"Museo de las Úrsulas";;;"C/ Úrsulas, 2. 37002 Salamanca (Salamanca)";"C/ Úrsulas, 2.";"37002";"Salamanca";"1179298323669";;"923 219877";"923 219877";;;;"40.96588423107789#-5.6673359870910644#94";"<p>Este peque&ntilde;o museo est&aacute; cobijado por dos artesonados de los ss. XV y XVI. La pieza m&aacute;s espectacular es una rinconera de Morales titulada &quot;El Divino&quot;, junto con otras tablas atribuidas a Juan de Borgo&ntilde;a.</p>";"Salamanca";"1260887608341";1261041315980;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041315980/DirectorioPadre";
"Museo Arqueológico Padre Belda";;;"Convento de San Jerónimo. Ctra. Galinduste, s/n. 37800 Alba de Tormes (Salamanca)";"Convento de San Jerónimo. Ctra. Galinduste, s/n.";"37800";"Alba de Tormes";"1179298177187";;"923 300135";"923 300808";;"alba@bcj.es";"http://www.museoarqueologicopadrebelda.es";"40.819915179025614#-5.510501861572266#76";;"Salamanca";"1260887608341";1261041321203;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041321203/DirectorioPadre";
"Museo Apícola: Apícola Fernández";;;"Ctra. Nacional km. 347,6. 37796. Arapiles (Salamanca)";"Ctra. Nacional km. 347,6.";"37796";"Arapiles";"1179298189428";;"923 288890";"923 288898";;"comercial@apicolafernandez.com";"http://www.apicolafernandez.com";"40.893661773401334#-5.648431777954102#82";;"Salamanca";"1260887608341";1261041325345;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041325345/DirectorioPadre";
"Casa de Gabriel y Galán";;;"C/ La Ermita, 9. 37766 Frades de la Sierra (Salamanca)";"C/ La Ermita, 9.";"37766";"Frades de la Sierra";"1179298242169";;"923 390733";;;;;"40.65879671892343#-5.784580707550049#94";;"Salamanca";"1260887608341";1261041335914;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041335914/DirectorioPadre";
"Museo Etnográfico (Navasfrías)";;;;"Plaza Mayor, 1.";"37542";"Navasfrías";"1179298299154";;"923 475001";;;;;"40.295582776036106#-6.819183826446533#94";;"Salamanca";"1260887608341";1261041349350;20140424;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041349350/DirectorioPadre";
"Centro de Interpretación de la Naturaleza";;;"Paraje El Bardal. Navasfrías. (Salamanca)";"Paraje El Bardal.";"37542";"Navasfrías";"1179298299154";;"923 475001";"923 475273";;"ayuntamientonavasfrias@hotmail.com";;"40.2974648578652#-6.817617416381836#88";;"Salamanca";"1260887608341";1261041356721;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041356721/DirectorioPadre";
"Centro de Interpretación de la Ruta de las Fortificaciones de Frontera";"Asociación Raya Seca";;;"Paseo Fernando Arrabal, s/n";"37500";"Ciudad Rodrigo";"1179298231776";;"923 460 561 / 696 081 227";;;;;"40.602055#-6.531306#88";"<p>En el interior del Centro de Interpretaci&oacute;n de la Ruta de las Fortificaciones de Frontera, dependiente de la Fundaci&oacute;n de Patrimonio Hist&oacute;rico de Castilla y Le&oacute;n, el visitante encuentra una sorpresa inesperada: mientras juega con un programa inform&aacute;tico podr&aacute; ir poniendo &ndash;donde le dicte su gusto y entender- las defensas de un castillo medieval. Aquel que guste de los disfraces, podr&aacute; sentarse frente al teclado vestido a la usanza soldadesca de la antig&uuml;edad &ndash;hay indumentarias de guerrero vet&oacute;n, centuri&oacute;n romano, caballero medieval&hellip;-.</p>
<p>La segunda parte de la visita consiste en un curioso recorrido por un tramo de las murallas de Ciudad Rodrigo. Durante el paseo, y en el momento justo que se pasa por delante de reproducciones de batallas hist&oacute;ricas, comienza a funcionar una original ambientaci&oacute;n sonora. A o&iacute;dos del visitante empiezan a llegar sonidos que bien pudieran haber ambientado guerras de reconquista o napole&oacute;nicas. En el centro se conservan tambi&eacute;n restos arqueol&oacute;gicos, uniformes de &eacute;poca, reproducciones de armamento, maquetas de castillos&hellip; <br />
<br />
Horario:<br />
<br />
- Del 1 Octubre al 30 Abril: <br />
S, D y F: 10:30-14:30 / 16-18 horas <br />
Los festivos abiertos son de &aacute;mbito nacional y regional de Castilla y Le&oacute;n. <br />
Abierto puentes regionales y Semana Santa. <br />
Cerrado los d&iacute;as 1 de enero y 25 de diciembre. <br />
Fuera de estos horarios pueden concertar visitas de grupo, previa cita.</p>
<p>- Del 1 de Mayo al 30 de Junio: <br />
S, D y F: 11-14 / 16:30-19:30 horas <br />
Los festivos abiertos son de &aacute;mbito nacional y regional de Castilla y Le&oacute;n) <br />
Abierto puentes regionales <br />
Visitas guiadas a los recintos fortificados (hasta el 30 de junio): 13 y 17 horas <br />
Fuera de estos horarios pueden concertar visitas de grupo, previa cita.&nbsp;<br />
<br />
Julio y Agosto: <br />
M a V: 10-15 horas (tarde cerrado) <br />
S y D: 10-13 / 19-21 horas <br />
Fuera de estos horarios pueden concertar visitas de grupo, previa cita.&nbsp;<br />
<br />
Visitas guiadas por grupos: Tel&eacute;fono de contacto para las visitas a la ruta en general y a Ciudad Rodrigo en particular: 615-820893</p>";"Salamanca";"1260887608341";1284236126723;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236126723/DirectorioPadre";
"Museo Catedralicio de Segovia";;;"C/ Marqués del Arco, 1. 40003 Segovia (Segovia)";"C/ Marqués del Arco, 1.";"40003";"Segovia";"1179298563848";;"921 462205";"921 460694";;;;"40.95050608685961#-4.125301837921143#94";"<p>Fue creado en 1824 por el obispo don Manuel Castro Alonso, en dependencias anejas al claustro. En una de ellas, la capilla de Santa Catalina, hay pinturas de autores flamencos y espa&ntilde;oles. Bien an&oacute;nimos, como el Maestro de los Claveles o el Maestro de la Santa Sangre, o bien conocidos, como Bernard van Orley, Marinus van Reymerswale, Pedro Berruguete, Luis de Morales, Alonso de Herrera y Antonio Mar&iacute;a Esquivel, este &uacute;ltimo autor del cuadro de historia &quot;San Francisco de Borja ante Carlos V&quot;. Tambi&eacute;n en esta sala se exponen notables piezas de orfebrer&iacute;a y la custodia procesional, obra del platero toledano del siglo XVII, Rafael Gonz&aacute;lez.<br />
En la Sala Capitular, dotada de una hermosa techumbre renacentista que la tradici&oacute;n quiere dorada con el primer oro que lleg&oacute; de Am&eacute;rica, destaca una espl&eacute;ndida serie de tapices, que tiene continuaci&oacute;n con los dispuestos en la escalera de acceso a la Librer&iacute;a. En esta se conserva el mejor complemento de este museo, el Archivo, que guarda documentos desde el siglo XII, la biblioteca donada a la Catedral por el obispo Arias D&aacute;vila, cantorales, incunables y dos joyas bibliogr&aacute;ficas de excepci&oacute;n: el Cancionero de la Catedral, florilegio de canciones castellanas y de otros pa&iacute;ses europeos de finales del siglo XV, y el Sinodal de Aguilafuente, impreso en Segovia por Juan P&aacute;rix el a&ntilde;o 1472 y, por tanto, el primer libro que se imprimi&oacute; en Espa&ntilde;a.</p>";"Segovia";"1260887608415";1261041370928;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041370928/DirectorioPadre";
"Museo de Tapices del Palacio Real de la Granja de San Ildefonso";;;"Plaza España, 17. 40100 San Ildefonso (Segovia)";"Plaza España, 17.";"40100";"San Ildefonso";"1179298554631";;"921 470019";;;"infogranja@patrimonionacional.es";"http://www.patrimonionacional.es";"40.89860881347113#-4.005975723266602#94";"<p>Residencia real a semejanza de los palacios europeos, con jardines y fuentes a la manera de Versalles. Sus habitaciones est&aacute;n decoradas con m&aacute;rmoles de Carrara, lacas japonesas, tibores orientales, relojes, mobiliario, l&aacute;mparas de cristal y pinturas y cobres flamencos del siglo XVII.</p>
<p>Alberga de igual manera una espl&eacute;ndida colecci&oacute;n de tapices, donde sobresalen Los Honores, El Apocalipsis, la Historia de Ciro el Grande, Los Triunfos de Petrarca, y San Jer&oacute;nimo en oraci&oacute;n.</p>
<p>**Funcionamiento de las fuentes:</p>
<p>Hay tres d&iacute;as al a&ntilde;o que se encienden la ocho fuentes a la vez:</p>
<p>- D&iacute;a 30 de mayo: San Fernando<br />
- D&iacute;a 25 de julio: Santiago<br />
- D&iacute;a 25 de agosto: San Luis</p>
<p>Horario:<br />
Invierno: todos los d&iacute;as (excepto domingos y lunes) de 10:00 a 13:30 hrs. y de 15:00 a 17:00 hrs. Domingos de 10:00 a 14:00 hrs. Lunes cerrado.</p>
<p>Verano: todos los d&iacute;as excetpo lunes de 10:00 a 18:00 hrs. ininterrumpidamente. Lunes cerrado.</p>
<p>&nbsp;</p>";"Segovia";"1260887608415";1261041398141;20130430;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041398141/DirectorioPadre";
